Blue Cliff Career College,2970 Cottage Hill Rd.  Suite 175,Mobile,AL,36606,www.blue.edu,30.66979599999999,-88.114313
Brown Mackie College-Birmingham,105 Vulcan Road  Suite 400,Birmingham,AL,35209-4701,www.brownmackie.edu,33.46782,-86.828323
Cardiac and Vascular Institute of Ultrasound,2936 North McVay Drive,Mobile,AL,36606,www.ultrasound.edu,30.649352,-88.111774
Central Alabama Community College,1675 Cherokee Rd,Alexander City,AL,35010,www.cacc.edu,32.924578,-85.9470712
Chattahoochee Valley Community College,2602 College Drive,Phenix City,AL,36869,www.cv.edu,32.4244565,-85.0323129
Columbia Southern University,21982 University Lane,Orange Beach,AL,36561-9000,www.columbiasouthern.edu,30.32896,-87.651292
Concordia College Selma,1712 Broad Street,Selma,AL,36701,www.ccal.edu,32.4247261,-87.0215336
Enterprise State Community College,600 Plaza Drive,Enterprise,AL,36330-1300,www.escc.edu,31.2587755,-85.8066238
Faulkner University,5345 Atlanta Hwy,Montgomery,AL,36109-3378,www.faulkner.edu,32.38258,-86.218042
Fortis College School of Cosmetology,300-F Azalea Rd,Mobile,AL,36609,www.fortiscollege.edu,30.674057,-88.149575
Fortis College-Dothan,200 Vulcan Way,Dothan,AL,36303,www.fortiscollege.edu,31.242771,-85.374279
Fortis College-Foley,200 East Laurel Avenue,Foley,AL,36535,www.fortis.edu/foley.php,30.406061,-87.681417
Fortis College-Mobile,3590 Pleasant Valley Rd,Mobile,AL,36609,www.fortiscollege.edu,30.662175,-88.135283
Fortis College-Montgomery,3736 Atlanta Hwy,Montgomery,AL,36109,www.fortiscollege.edu,32.383619,-86.251857
Fortis College-Montgomery,3470 Eastdale Cir,Montgomery,AL,36117,fortiscollege.edu,32.3874024,-86.20803800000002
Gadsden State Community College,1001 George Wallace Dr,Gadsden,AL,35903,www.gadsdenstate.edu,33.9952723,-85.9900435
George C Wallace State Community College-Dothan,1141 Wallace Drive,Dothan,AL,36303-9234,www.wallace.edu,31.315923,-85.467964
George C Wallace State Community College-Hanceville,801 Main St NW,Hanceville,AL,35077-2000,www.wallacestate.edu,34.0724716,-86.78083319999999
George C Wallace State Community College-Selma,3000 Earl Goodwin Parkway,Selma,AL,36703-2808,www.wccs.edu,32.4382015,-87.01449749999999
H Councill Trenholm State Technical College,1225 Air Base Blvd,Montgomery,AL,36108-3199,www.trenholmstate.edu,32.350042,-86.34314599999999
Hair Academy (The),3150 McGehee Road,Montgomery,AL,36111-2201,www.thehairacademyllc.com,32.337425,-86.256885
Heritage Christian University,3625 Helton Dr,Florence,AL,35630-9977,www.hcu.edu,34.8561377,-87.66298359999999
Herzing University-Birmingham,280 West Valley Ave,Birmingham,AL,35209,www.herzing.edu/birmingham,33.4681874,-86.8323015
Huntingdon College,1500 East Fairview Avenue,Montgomery,AL,36106-2148,www.huntingdon.edu,32.349981,-86.28495099999999
Huntsville Bible College,904 Oakwood Ave,Huntsville,AL,35811-1632,www.hbc1.edu,34.750345,-86.59462300000001
ITT Technical Institute-Bessemer,6270 Park South Drive,Bessemer,AL,35022,www.itt-tech.edu,33.3391661,-86.91578480000001
ITT Technical Institute-Mobile,3100 Cottage Hill Rd Bldg 3,Mobile,AL,36606,www.itt-tech.edu,30.669109,-88.120879
ITT Technical Instituteâ€“Madison,9238 Madison Blvd  Ste 500,Madison,AL,35758,www.itt-tech.edu,34.674586,-86.7620139
J F Drake State Technical College,3421 Meridian St N,Huntsville,AL,35811,www.drakestate.edu,34.7707819,-86.575943
Jacksonville State University,700 Pelham Road North,Jacksonville,AL,36265,www.jsu.edu,33.82351510000001,-85.7633486
James H Faulkner State Community College,1900 US Hwy 31 S,Bay Minette,AL,36507-2698,www.faulknerstate.edu,30.854052,-87.77926599999999
Jefferson Davis Community College,220 Alco Dr,Brewton,AL,36426,www.jdcc.edu,31.1007454,-87.0847963
Jefferson State Community College,2601 Carson Rd,Birmingham,AL,35215-3098,www.jeffstateonline.com,33.651507,-86.708243
John C Calhoun State Community College,6250 U S Highway 31 N,Tanner,AL,35671,www.calhoun.edu,34.647706,-86.94908339999999
Judson College,302 Bibb St,Marion,AL,36756,www.judson.edu,32.6309212,-87.3167017
Lawson State Community College-Birmingham Campus,3060 Wilson Rd SW,Birmingham,AL,35221-1717,www.lawsonstate.edu,33.4510099,-86.88955
Lurleen B Wallace Community College,1000 Dannelly Blvd.,Andalusia,AL,36420-1418,www.lbwcc.edu,31.3085039,-86.48329129999999
Marion Military Institute,1101 Washington St,Marion,AL,36756,www.marionmilitary.edu,32.6247239,-87.3185008
Miles College,5500 Myron Massey Blvd,Fairfield,AL,35064-2621,www.miles.edu,33.480831,-86.90826799999999
New Beginning College of Cosmetology,509 Baltimore Avenue,Albertville,AL,35950-2415,www.nbccosmetology.com,34.258768,-86.200653
Northeast Alabama Community College,138  Highway 35,Rainsville,AL,35986,www.nacc.edu,34.4949001,-85.84888219999999
Northwest Shoals Community College-Muscle Shoals,800 George Wallace Blvd,Muscle Shoals,AL,35661,www.nwscc.edu,34.7397565,-87.6793831
Oakwood University,7000 Adventist Blvd NW,Huntsville,AL,35896,www.oakwood.edu,34.7526118,-86.6483749
Paul Mitchell the School-Huntsville,3810 Sullivan St Ste F,Madison,AL,35805,www.pmtshuntsville.com,34.6812611,-86.7524028
Prince Institute of Professional Studies Inc,7735 Atlanta Hwy,Montgomery,AL,36117,princeinstitute.edu,32.383102,-86.1623989
Reid State Technical College,I65 and Hwy 83,Evergreen,AL,36401,www.rstc.edu,31.5800946,-86.97931930000001
Remington College-Mobile Campus,828 Downtowner Loop W,Mobile,AL,36609,www.remingtoncollege.edu/mobile-alabama-colleges-campus,30.670907,-88.14535099999999
Samford University,800 Lakeshore Drive,Birmingham,AL,35229-2240,www.samford.edu,33.46568060000001,-86.7920761
Selma University,1501 Lapsley St  Dinkins Hall,Selma,AL,36701,selmauniversity.org,32.4073589,-87.02110069999999
Shelton State Community College,9500 Old Greensboro Rd,Tuscaloosa,AL,35405-8522,www.sheltonstate.edu,33.1196984,-87.561636
Snead State Community College,102 Elder Street,Boaz,AL,35957-0734,www.snead.edu,34.2048549,-86.1695551
South University-Montgomery,5355 Vaughn Road,Montgomery,AL,36116-1120,southuniversity.edu,32.342729,-86.216402
Southeastern Bible College,2545 Valleydale Road,Birmingham,AL,35224-2083,www.sebc.edu,33.378764,-86.74976099999999
Southeastern School of Cosmetology,849 Dennison Ave. SW  Suite 101,Birmingham,AL,35211-3865,www.southeasternschoolofcosmetology.com,33.4805883,-86.8436613
Southern Union State Community College,750 Roberts St,Wadley,AL,36276,www.suscc.edu,33.1265269,-85.571373
Spring Hill College,4000 Dauphin St,Mobile,AL,36608-1791,www.shc.edu,30.6869366,-88.13549189999999
Stillman College,3601 Stillman Boulevard,Tuscaloosa,AL,35403,www.stillman.edu,33.2008895,-87.58289889999999
Strayer University-Alabama,3570 Grandview Pkwy Ste 200,Birmingham,AL,35243,www.strayeruniversity.edu,33.438726,-86.71766
Talladega College,627 W Battle St,Talladega,AL,35160,www.talladega.edu,33.4327519,-86.1135613
The University of Alabama,739 University Blvd,Tuscaloosa,AL,35487-0166,www.ua.edu,33.2095113,-87.546082
Tri-State Institute,100 London Pkwy Ste 150,Birmingham,AL,35211,www.tristateinstitute.com,33.442804,-86.86295199999999
Troy University,University Avenue,Troy,AL,36082-0001,www.troy.edu,31.7969028,-85.9503465
Tuskegee University,Kresge Center  3rd Floor,Tuskegee,AL,36088-1920,www.tuskegee.edu,32.430237,-85.7077266
United States Sports Academy,One Academy Dr,Daphne,AL,36526-7055,www.ussa.edu,30.640039,-87.9120142
University of Alabama at Birmingham,Administration Bldg Suite 1070,Birmingham,AL,35294-0110,www.uab.edu,33.5056339,-86.7992005
University of Alabama at Huntsville,301 Sparkman Dr,Huntsville,AL,35899,www.uah.edu,34.72602500000001,-86.6440243
University of Mobile,5735 College Parkway Drive,Mobile,AL,36613-2842,www.umobile.edu,30.693401,-88.159863
University of Montevallo,Station 6001,Montevallo,AL,35115-6000,www.montevallo.edu,33.5350615,-86.5660626
University of North Alabama,One Harrison Plaza,Florence,AL,35632-0001,www.una.edu,34.8085546,-87.6791473
University of Phoenix-Birmingham Campus,100 Corporate Parkway,Birmingham,AL,35242-2982,www.phoenix.edu,33.417329,-86.683309
University of South Alabama,307 N University Blvd,Mobile,AL,36688-0002,www.southalabama.edu,30.6953879,-88.1738972
University of West Alabama,Station One,Livingston,AL,35470,www.uwa.edu,43.1951641,-79.56440309999999
Virginia College-Birmingham,488 Palisades Blvd.,Birmingham,AL,35209,www.vc.edu,33.4709456,-86.8165628
Virginia College-Huntsville,2021 Drake Avenue  SW,Huntsville,AL,35801,WWW.VC.EDU,34.704902,-86.591341
Virginia College-Mobile,3725 Airport Blvd  Suite 165,Mobile,AL,36608,www.vc.edu,30.675016,-88.136287
Virginia College-Montgomery,6200 Atlanta Highway,Montgomery,AL,36117-2800,vc.edu,32.3821573,-86.1914391
Xcell Academy-A Paul Mitchell Partner School,1694 Montgomery Hwy Ste 124,Hoover,AL,35216,xcell.paulmitchell.edu/hoover-al,33.387851,-86.8078139
ABC Beauty College Inc,2708 W Pine,Arkadelphia,AR,71923,www.abc-beautycollege.com,34.1226195,-93.0821246
Academy of Salon and Spa,311 S 16th St,Fort Smith,AR,72901,www.mellies.org,35.380507,-94.41604099999999
Arkansas Baptist College,1621 Dr. Martin Luther King Drive,Little Rock,AR,72202-6099,www.arkansasbaptist.edu,34.734733,-92.289166
Arkansas Beauty College,109 N Commerce St,Russellville,AR,72801,arkansasbeautycollegerussellville.com,35.279042,-93.13527789999999
Arkansas Beauty School,5108 Baseline Rd,Little Rock,AR,72209,arkbeautyschool.com,34.66967,-92.33481599999999
Arkansas Beauty School,1061 Markham St,Conway,AR,72032,arkansasbeautyschoolconway.com,35.093128,-92.440282
Arkansas College of Barbering and Hair Design,200 E Washington Ave,North Little Rock,AR,72114,www.arkansascollegeofbarbering.com,34.753802,-92.26634399999999
Arkansas Northeastern College,2501 S Division,Blytheville,AR,72316-1109,www.anc.edu,35.8996112,-89.9186769
Arkansas State University-Beebe,1000 Iowa Street,Beebe,AR,72012-1000,www.asub.edu,35.0702291,-91.894522
Arkansas State University-Main Campus,2105 E. Aggie Road,Jonesboro,AR,72401,www2.astate.edu,35.8427964,-90.6818907
Arkansas State University-Mountain Home,1600 South College Street,Mountain Home,AR,72653,www.asumh.edu,36.3219231,-92.3810786
Arkansas State University-Newport,7648 Victory Blvd,Newport,AR,72112,www.asun.edu,35.6396469,-91.18883679999999
Arkansas Tech University,Administration Bldg 200; 1509 N Boulder Ave,Russellville,AR,72801-2222,www.atu.edu,35.2936575,-93.1353577
Arthur's Beauty College Inc,2600 John Harden Dr,Jacksonville,AR,72076,arthursbeautycollege.com,34.891615,-92.102718
Arthur's Beauty College Inc-Fort Smith,2000 North B St,Fort Smith,AR,72901-3342,www.arthursbeautycollege.com,35.379947,-94.410874
Arthur's Beauty School Inc-Conway,2320 Washington Ave,Conway,AR,72032,www.arthursbeautycollege.com,35.1094678,-92.4456522
Arthur's Beauty School Inc-Pine Bluff,2710 Commerce Circle,Pine Bluff,AR,71601,www.arthursbeautycollege.com,34.2221929,-91.975338
Baptist Health Schools-Little Rock,11900 Col Glenn Rd Ste 1000,Little Rock,AR,72210-2820,www.bhslr.edu,34.713092,-92.407448
Black River Technical College,1410 Hwy 304 East,Pocahontas,AR,72455,www.blackrivertech.edu,36.2398243,-90.95139300000001
Blue Cliff College-Fayetteville,3448 N. College,Fayetteville,AR,72703,bluecliffcollege.com,36.113926,-94.1442469
Bryan College-Rogers,3704 W. Walnut St.,Rogers,AR,72756,www.bryancolleges.edu,36.334093,-94.16991499999999
Career Academy of Hair Design,346 E. Robinson Ave,Springdale,AR,72764-7128,www.cahdspringdale.com,36.167599,-94.1292859
Central Baptist College,1501 College Avenue,Conway,AR,72034,www.cbc.edu,35.0844684,-92.4447423
College of the Ouachitas,One College Cir,Malvern,AR,72104-0816,www.coto.edu,34.3623149,-92.81294620000001
Cossatot Community College of the University of Arkansas,183 College Drive,De Queen,AR,71832,www.cccua.edu,34.037892,-94.341317
Crossett School of Cosmetology,121 Pine St,Crossett,AR,71635,crossettschoolofcosmetology.com,33.1340528,-91.9599557
Crowley's Ridge College,100 College Dr,Paragould,AR,72450,www.crc.edu,36.0664307,-90.5845351
Crowleys Ridge Technical Institute,1620 Newcastle Road,Forrest City,AR,72335-0925,www.crti.tec.ar.us,35.0522569,-90.765361
East Arkansas Community College,1700 Newcastle Rd,Forrest City,AR,72335-2204,WWW.EACC.EDU,35.0522569,-90.765361
Eastern College of Health Vocations-Little Rock,200 South University Avenue,Little Rock,AR,72205,www.easterncollege.edu,34.751263,-92.341824
Ecclesia College,9653 Nations Dr,Springdale,AR,72762,www.ecollege.edu,36.2111117,-94.2398468
Harding University,915 E. Market Ave.,Searcy,AR,72143,www.harding.edu,35.2494676,-91.72703729999999
Henderson State University,1100 Henderson Street,Arkadelphia,AR,71999-0001,www.hsu.edu,34.125515,-93.0597573
Hendrix College,1600 Washington Ave,Conway,AR,72032-3080,www.hendrix.edu,35.1008434,-92.44456509999999
Heritage College-Little Rock,1309 Old Forge Drive,Little Rock,AR,72227,heritage-education.com,34.764011,-92.383195
Hot Springs Beauty College,100 Cones Rd,Hot Springs,AR,71901,hotspringsbeautycollege.com,34.496294,-93.0383425
Imagine-Paul Mitchell Partner School,4201 E McCain Blvd,North Little Rock,AR,72117,www.pmlittlerock.com,34.790613,-92.221329
ITT Technical Institute-Little Rock,4520 S University Ave,Little Rock,AR,72204-9925,www.itt-tech.edu,34.711113,-92.34446899999999
Jefferson Regional Medical Center School of Nursing,1600 West 40th St,Pine Bluff,AR,71603,www.jrmc.org,34.1890553,-92.0181788
John Brown University,2000 W University St,Siloam Springs,AR,72761,www.jbu.edu,36.1873353,-94.55866119999999
Lees School of Cosmetology,2700 W. Pershing Blvd,North  Little Rock,AR,72114-3800,LSCTraining.com,34.78216099999999,-92.296312
Lynndale Fundamentals of Beauty LLC,1729 Champagnolle Rd,El Dorado,AR,71730-4804,lynndales.com,33.2268875,-92.6408476
Lyon College,2300 Highland Road,Batesville,AR,72501,www.lyon.edu,35.7788314,-91.6261607
Margarets Hair Academy Inc,305 East Gaines Street,Monticello,AR,71655,,33.6288767,-91.78873949999999
Marsha Kay Beauty College,408 Hwy 201 N,Mountain Home,AR,72653-3164,marshakaybeautycollege.com,36.347807,-92.38656399999999
Mid-South Community College,2000 W.  Broadway,West Memphis,AR,72301-3829,www.midsouthcc.edu,35.1466319,-90.22127859999999
National Park Community College,101 College Dr,Hot Springs,AR,71913,www.npcc.edu,34.5144005,-93.11957369999999
New Tyler Barber College Inc,1221 E 7th St,North Little Rock,AR,72114-4973,newtylerbarbercollege.com,34.760721,-92.2819367
North Arkansas College,1515 Pioneer Dr,Harrison,AR,72601-5508,www.northark.edu,36.2223535,-93.0881497
NorthWest Arkansas Community College,One College Dr,Bentonville,AR,72712-5091,www.nwacc.edu,36.3599688,-94.1721987
Northwest Technical Institute,709 S Old Missouri Rd,Springdale,AR,72764,www.nwti.edu,36.178798,-94.114239
Ouachita Baptist University,410 Ouachita St,Arkadelphia,AR,71998-0001,www.obu.edu,34.124393,-93.0516653
Ozarka College,218 College Dr,Melbourne,AR,72556-0010,www.ozarka.edu,36.0534307,-91.89776379999999
Paul Mitchell the School-Arkansas,2167 W Martiin Luther King Jr Blvd,Fayetteville,AR,72701,www.pmtsarkansas.com,36.0548929,-94.190938
Philander Smith College,900 W. Daisy Bates Drive,Little Rock,AR,72202-3799,www.philander.edu,34.7367461,-92.2822819
Phillips Community College of the University of Arkansas,1000 Campus Drive,Helena,AR,72342-0785,www.pccua.edu,34.545808,-90.6184231
Professional Cosmetology Education Center,460 North Washington,El Dorado,AR,71730-4009,www.professionalcosmetologyeducation.edu,33.2151684,-92.6637777
Pulaski Technical College,3000 W Scenic Dr,North Little Rock,AR,72118-3347,www.pulaskitech.edu,34.782691,-92.2978229
Regency Beauty Institute-Fayetteville,4107 Steele Boulevard,Fayetteville,AR,72703-0000,www.regencybeauty.com,36.126406,-94.156218
Regency Beauty Institute-Little Rock,2614 South Shackleford Road,Little Rock,AR,72205-0000,www.regencybeauty.com,34.7290489,-92.39501399999999
Remington College-Little Rock Campus,19 Remington Dr.,Little Rock,AR,72204,www.remingtoncollege.edu/little-rock-arkansas-technical-colleges,34.707752,-92.400843
Rich Mountain Community College,1100 College Dr,Mena,AR,71953,www.rmcc.edu,34.590207,-94.2207007
Salon Professional Academy (The),4619 John F Kennedy Boulevard,North Little Rock,AR,72116-7310,littlerockbeautyschool.com,34.7976454,-92.25605900000001
Searcy Beauty College Inc,1004 S Main,Searcy,AR,72143,searcybeautycollege.net,35.137613,-91.774098
South Arkansas Community College,300 S West Ave,El Dorado,AR,71731-7010,www.southark.edu,33.2098326,-92.6655186
Southeast Arkansas College,1900 Hazel St.,Pine Bluff,AR,71603,www.seark.edu,34.2098165,-92.0246918
Southern Arkansas University Main Campus,100 E. University,Magnolia,AR,71753,WWW.SAUMAG.EDU,33.2892996,-93.2361541
Southern Arkansas University Tech,6415 Spellman Road,Camden,AR,71701-1906,www.sautech.edu,33.5845581,-92.8343294
Strayer University-Arkansas,10825 Financial Centre Pkwy Ste 400,Little Rock,AR,72211,www.strayeruniversity.edu,34.747382,-92.396237
University of Aesthetics-Downers Grove,460 North Washington,El Dorado,AR,71730-4009,www.professionalcosmetologyeducation.edu,33.2151684,-92.6637777
University of Arkansas,Administration Bldg 425,Fayetteville,AR,72701,www.uark.edu,36.0700245,-94.1768949
University of Arkansas at Little Rock,2801 S University Ave,Little Rock,AR,72204,ualr.edu,34.723175,-92.33974599999999
University of Arkansas at Monticello,Highway 425 South,Monticello,AR,71656,www.uamont.edu,33.6121105,-91.8005891
University of Arkansas at Pine Bluff,1200 N University Mail Slot 4789,Pine Bluff,AR,71601,www.uapb.edu,34.2284312,-92.00319549999999
University of Arkansas Community College-Batesville,2005 White Drive,Batesville,AR,72503-3350,www.uaccb.edu,35.792075,-91.617329
University of Arkansas Community College-Hope,2500 S Main,Hope,AR,71802-0140,www.uacch.edu,33.642788,-93.59351579999999
University of Arkansas Community College-Morrilton,1537 University Blvd.,Morrilton,AR,72110,www.uaccm.edu,35.170978,-92.719943
University of Arkansas for Medical Sciences,4301 W Markham,Little Rock,AR,72205-7199,www.uams.edu,34.7500376,-92.3219615
University of Arkansas-Fort Smith,5210 Grand Ave,Fort Smith,AR,72913-3649,www.uafortsmith.edu,35.38074,-94.37296599999999
University of Central Arkansas,201 Donaghey Ave,Conway,AR,72035-0001,www.uca.edu,35.079267,-92.4542111
University of Phoenix-Little Rock Campus,10800 Financial Centre Pkwy,Little Rock,AR,72211-3552,www.phoenix.edu,34.7489879,-92.3952515
University of Phoenix-Northwest Arkansas Campus,903 N 47th St Barrington Centre 2,Rogers,AR,72756-9615,www.phoenix.edu,36.3320196,-94.1185366
University of the Ozarks,415 N College Ave,Clarksville,AR,72830,www.ozarks.edu,35.4758935,-93.46628749999999
Velvatex College of Beauty Culture,1520 Martin Luther King Dr,Little Rock,AR,72202-5452,www.velvatexcollege.com,34.7357898,-92.28943149999999
Washington Barber College Inc,5300 West 65th Street,Little Rock,AR,72209-3820,washingtonbarbercollege.com,34.691183,-92.33537799999999
Williams Baptist College,60 W Fulbright Avenue,Walnut Ridge,AR,72476,www.wbcoll.edu,36.12458609999999,-90.93904979999999
All Beauty College,1385 E Gemini St,Fort Mohave,AZ,86426-8326,www.allbeautycollege.com,35.021581,-114.60101
Allen School-Phoenix,15650 North Black Canyon Highway  B210,Phoenix,AZ,85053-4064,online.allenschool.edu/online,33.629487,-112.117382
American Indian College of the Assemblies of God Inc,10020 N 15th Ave,Phoenix,AZ,85021,www.aicag.edu,33.5778487,-112.0917989
American Institute of Interior Design,13014 N. Saguaro Blvd.  Suite 206,Fountain Hills,AZ,85268,www.aiid.edu,33.604856,-111.715082
American Institute of Technology,440 S 54th Avenue,Phoenix,AZ,85043-4729,www.ait-schools.com,33.4426539,-112.1755669
Anthem College-Phoenix,1515 E Indian School Road,Phoenix,AZ,85014,www.anthem.edu,33.4942297,-112.0500315
Argosy University-Phoenix,2233 West Dunlap Avenue,Phoenix,AZ,85021,www.argosy.edu/phoenix,33.5669889,-112.1073419
Argosy University-Phoenix Online Division,2233 West Dunlap Avenue,Phoenix,AZ,85021,www.argosy.edu/phoenix,33.5669889,-112.1073419
Arizona Academy of Beauty-East,5631 E Speedway Blvd,Tucson,AZ,85712,www.arizonaacademy.com,32.2362569,-110.8725688
Arizona Academy of Beauty-North,4066 N Oracle,Tucson,AZ,85705,www.arizonaacademy.com,32.280794,-110.9780665
Arizona Automotive Institute,6829 N 46th Ave,Glendale,AZ,85301-3579,www.aai.edu,33.5359808,-112.1578662
Arizona Christian University,2625 E Cactus Rd,Phoenix,AZ,85032-7097,www.arizonachristian.edu,33.5952105,-112.0260526
Arizona College of Allied Health,4425 W Olive Avenue Suite 300,Glendale,AZ,85302,www.arizonacollege.edu,33.5664184,-112.1536489
Arizona Culinary Institute,10585 N 114th St Ste 401,Scottsdale,AZ,85259,www.azculinary.com,33.581955,-111.83147
Arizona School of Acupuncture and Oriental Medicine,4646 E Fort Lowell Rd Ste 103,Tucson,AZ,85712,www.asaom.edu,32.26120170000001,-110.8932512
Arizona State University,University Drive and Mill Avenue,Tempe,AZ,85287,www.asu.edu,33.421941,-111.9399117
Arizona Western College,2020 S. Avenue 8E,Yuma,AZ,85365-8834,www.azwestern.edu,32.6872452,-114.4963038
Avalon School of Cosmetology,2111 S Alma School Rd Ste 21,Mesa,AZ,85210,www.avalon.com,33.3763166,-111.8586564
Avalon School of Cosmetology-Phoenix,1107 E Bell Rd Ste 104,Phoenix,AZ,85022,www.avalon.edu,33.6397887,-112.0581058
Brillare Hairdressing Academy,15147 N. Scottsdale Road Building H Suite 300,Scottsdale,AZ,85254,www.attheacademy.com,33.6238997,-111.9249321
Brookline College-Phoenix,2445 W. Dunlap Ave.,Phoenix,AZ,85021,www.brooklinecollege.edu,33.566287,-112.112796
Brookline College-Tempe,1140-1150 S. Priest Drive,Tempe,AZ,85281,www.brooklinecollege.edu,33.4158652,-111.9614755
Brookline College-Tucson,5441 E. 22nd St  Ste.125,Tucson,AZ,85711,www.brooklinecollege.edu,32.206955,-110.876244
Brown Mackie College-Phoenix,13430 N Black Canyon Ste. 190,Phoenix,AZ,85029,www.brownmackie.edu,33.6053981,-112.1185684
Brown Mackie College-Tucson,4585 E Speedway Blvd.,Tucson,AZ,85712,www.brownmackie.edu,32.2366466,-110.8950177
Carrington College-Mesa,1001 Southern Ave.  Ste. 130,Mesa,AZ,85210,www.carrington.edu,33.3933453,-111.8097869
Carrington College-Phoenix,8503 N 27th Ave.,Phoenix,AZ,85051-4063,www.carrington.edu,33.561658,-112.116319
Carrington College-Tucson,3550 N Oracle Rd.,Tucson,AZ,85705-5885,www.carrington.edu,32.2713611,-110.9775084
Carrington College-Westside,2701 W Bethany Home Rd.,Phoenix,AZ,85017-5885,www.carrington.edu,33.5233758,-112.1177193
Carsten Aveda Institute of Arizona,3345 S Rural Rd,Tempe,AZ,85282,carsteninstitute.com,33.3914268,-111.9260296
CCIC Beauty College,10995-11001 North 99th Avenue  Unit 105,Peoria,AZ,85345-2410,www.ccicbeautycollege.com/Home_Page.html,33.5837549,-112.2720793
Central Arizona College,8470 N Overfield Rd,Coolidge,AZ,85128-9030,www.centralaz.edu,32.956505,-111.655243
Chamberlain College of Nursing-Arizona,2149 West Dunlap Ave.,Phoenix,AZ,85021-2995,www.chamberlain.edu,33.565798,-112.104599
Chandler/Gilbert Community College,2626 E Pecos Rd,Chandler,AZ,85225-2499,www.cgc.maricopa.edu,33.2927543,-111.7961668
Charles of Italy Beauty College,1987 McCulloch Blvd  Suite 205,Lake Havasu City,AZ,86403,www.charlesofitaly.edu,34.477413,-114.332533
Cochise College,4190 W Highway 80,Douglas,AZ,85607-9724,www.cochise.edu,31.3632989,-109.6892521
Coconino Community College,2800 S. Lone Tree Rd.,Flagstaff,AZ,86001-2701,www.coconino.edu/Pages/default.aspx,35.1714593,-111.645637
College America-Flagstaff,3012 East Route 66,Flagstaff,AZ,86004,www.collegeamerica.edu,35.2107973,-111.6048007
CollegeAmerica-Phoenix,9801 N. Metro Parkway East,Phoenix,AZ,85051,www.collegeamerica.edu,33.574261,-112.119705
Collins College,4750 S 44th Place,Phoenix,AZ,85040,www.collinscollege.edu,33.404413,-111.9871276
Conservatory of Recording Arts and Sciences,2300 E Broadway Rd,Tempe,AZ,85282-1707,www.audiorecordingschool.com,33.4079368,-111.8895614
Cortiva Institute-Scottsdale,8010 East McDowell Road #214,Scottsdale,AZ,85257,www.cortiva.com,33.466729,-111.907469
Cortiva Institute-Tucson,6390 E. Broadway  Suite 100,Tucson,AZ,85710,www.cortiva.com,32.219129,-110.856764
DeVry University's Keller Graduate School of Management-Arizona,2149 West Dunlap Avenue,Phoenix,AZ,85021-2995,www.keller.edu,33.565798,-112.104599
DeVry University-Arizona,2149 W Dunlap Ave,Phoenix,AZ,85021-2995,www.devry.edu,33.565798,-112.104599
Dine College,Route 12  One Circle Drive,Tsaile,AZ,86556,www.dinecollege.edu,36.3060588,-109.2207725
East Valley Institute of Technology,1601 W Main St,Mesa,AZ,85201,www.evit.com,33.41406449999999,-111.8656079
